# Program:featureCounts v1.5.0-p1; Command:""featureCounts"" ""-a"" ""ws254.saf"" ""-o"" ""counts.txt"" ""-s"" ""2"" ""-F"" ""SAF"" ""1_S1_R1_001"" ""2_S2_R1_001"" ""3_S3_R1_001"" ""4_S4_R1_001"" ""5_S5_R1_001"" ""6_S6_R1_001"" ""7_S7_R1_001"" "
Geneid	Chr	Start	End	Strand	Length	s1_S1_R1_001	s2_S2_R1_001	s3_S3_R1_001	s5_S5_R1_001	s6_S6_R1_001	s7_S7_R1_001
WBGene00199431	chrV	18176164	18176217	+	54	0	0	0	0	0	0
WBGene00007850	chrV	18179943	18181373	+	1431	0	0	0	3	0	10
WBGene00007852	chrV	18185210	18185461	+	252	0	0	0	0	0	0
WBGene00007851	chrV	18186111	18188331	-	2221	0	0	0	0	0	0
WBGene00201454	chrV	18186324	18186377	+	54	0	0	0	0	0	0
WBGene00008892	chrV	18189560	18191047	+	1488	16	0	0	2	18	0
WBGene00008891	chrV	18191412	18194167	+	2756	2502	99	3444	1252	1956	1841
WBGene00008893	chrV	18195306	18197863	+	2558	0	0	0	0	0	9
WBGene00200404	chrV	18197606	18197655	-	50	0	0	0	0	0	0
WBGene00008894	chrV	18198721	18205815	+	7095	0	0	0	1	20	0
WBGene00008897	chrV	18207064	18209171	-	2108	9	0	0	5	12	6
WBGene00185119	chrV	18211124	18212725	+	1602	0	0	0	0	0	0
WBGene00008898	chrV	18213677	18216275	-	2599	0	0	0	0	0	0
WBGene00008899	chrV	18217084	18222299	+	5216	0	0	0	0	0	0
WBGene00008900	chrV	18222746	18224447	-	1702	436	0	160	135	156	204
WBGene00012572	chrV	18227037	18231455	-	4419	19	0	9	12	18	2
WBGene00014821	chrV	18231635	18237223	+	5589	315	63	260	87	200	200
WBGene00195374	chrV	18233480	18233629	-	150	0	0	0	0	0	0
WBGene00011209	chrV	18234530	18236757	-	2228	3	0	1	3	0	13
WBGene00011213	chrV	18238122	18240736	-	2615	104	23	50	37	32	42
WBGene00011207	chrV	18242339	18252325	-	9987	150	36	98	87	156	92
WBGene00011210	chrV	18246808	18249463	+	2656	2	0	0	1	0	15
WBGene00011208	chrV	18253794	18254403	+	610	0	0	0	1	0	0
WBGene00011211	chrV	18254783	18257067	+	2285	0	0	0	0	0	0
WBGene00011212	chrV	18259270	18266370	-	7101	134	55	61	86	224	154
WBGene00012574	chrV	18267292	18268844	-	1553	70	0	57	37	68	113
WBGene00004812	chrV	18269616	18269985	-	370	0	0	0	0	0	0
WBGene00012575	chrV	18270703	18272256	+	1554	0	0	0	2	0	0
WBGene00012573	chrV	18272889	18277694	-	4806	25	0	11	19	82	60
WBGene00077644	chrV	18278414	18278622	+	209	0	0	0	0	0	0
WBGene00206507	chrV	18280277	18280528	-	252	0	0	0	0	0	0
WBGene00013058	chrV	18282897	18290590	+	7694	3	0	0	0	4	0
WBGene00014905	chrV	18287305	18288392	-	1088	0	0	0	1	0	0
WBGene00013059	chrV	18289558	18289838	+	281	0	0	0	0	0	0
WBGene00013060	chrV	18290942	18291348	+	407	25	0	12	4	91	9
WBGene00077445	chrV	18292595	18292944	+	350	0	0	0	2	0	0
WBGene00013064	chrV	18294359	18294749	+	391	0	0	0	0	0	0
WBGene00219312	chrV	18295373	18295862	+	490	0	0	0	0	0	0
WBGene00077646	chrV	18296428	18297366	-	939	0	0	0	0	0	0
WBGene00013061	chrV	18298806	18300713	+	1908	0	0	0	0	0	0
WBGene00013062	chrV	18302714	18303506	+	793	0	0	0	0	0	0
WBGene00219311	chrV	18304068	18304551	-	484	0	0	0	0	0	0
WBGene00013063	chrV	18305181	18305571	-	391	0	0	0	0	0	0
WBGene00014906	chrV	18309386	18310203	+	818	0	0	0	0	0	0
WBGene00014907	chrV	18310924	18311985	+	1062	0	0	0	1	0	21
WBGene00077647	chrV	18315050	18315251	-	202	0	0	0	0	0	0
WBGene00007182	chrV	18318595	18319744	+	1150	0	34	0	3	0	0
WBGene00005580	chrV	18320110	18321527	-	1418	1	0	0	4	0	0
WBGene00194695	chrV	18322336	18323327	-	992	5	0	0	16	0	21
WBGene00007181	chrV	18325035	18328791	+	3757	63	0	77	21	0	71
WBGene00007183	chrV	18329112	18331179	-	2068	15	0	1	14	40	5
WBGene00077692	chrV	18339015	18339907	-	893	7	0	0	1	0	6
WBGene00045487	chrV	18344749	18345088	-	340	0	0	0	0	0	0
WBGene00195296	chrV	18345880	18345933	-	54	0	0	0	0	0	0
WBGene00202466	chrV	18345880	18345933	+	54	0	0	0	0	0	0
WBGene00007439	chrV	18350148	18350464	+	317	10	0	0	1	20	0
WBGene00119201	chrV	18351021	18352672	+	1652	0	0	0	0	0	0
WBGene00007438	chrV	18353510	18355842	-	2333	0	0	0	0	0	0
WBGene00045496	chrV	18358035	18359555	+	1521	0	0	0	0	0	0
WBGene00007441	chrV	18359818	18359988	-	171	0	0	0	0	0	0
WBGene00007437	chrV	18361051	18362543	-	1493	7	19	0	1	12	9
WBGene00050891	chrV	18364858	18365224	+	367	9	22	19	17	21	35
WBGene00014670	chrV	18367139	18367210	+	72	0	0	0	0	0	0
WBGene00007442	chrV	18368014	18368422	-	409	5	0	17	2	8	8
WBGene00199733	chrV	18369577	18369634	-	58	1	0	0	1	0	0
WBGene00202381	chrV	18369577	18369634	+	58	0	0	0	1	0	0
WBGene00014671	chrV	18371229	18371301	+	73	0	0	9	6	0	0
WBGene00007440	chrV	18371846	18373528	+	1683	989	82	878	659	813	854
WBGene00011470	chrV	18372881	18372953	-	73	3	0	3	3	0	0
WBGene00014908	chrV	18373666	18373738	-	73	0	0	0	0	0	0
WBGene00014579	chrV	18373963	18374036	-	74	0	0	0	0	0	0
WBGene00013066	chrV	18374494	18376755	+	2262	55	47	37	114	22	148
WBGene00013071	chrV	18379119	18379289	+	171	12	0	21	13	0	32
WBGene00013067	chrV	18380620	18382690	-	2071	0	0	0	0	0	0
WBGene00077648	chrV	18385407	18385956	-	550	0	0	0	0	0	0
WBGene00013068	chrV	18386252	18389146	-	2895	0	0	0	3	0	0
WBGene00200512	chrV	18388402	18388550	+	149	0	0	0	0	0	0
WBGene00199210	chrV	18388409	18388557	-	149	0	0	0	0	0	0
WBGene00013069	chrV	18389280	18391337	+	2058	0	0	0	2	0	0
WBGene00013070	chrV	18392007	18394303	-	2297	0	0	0	0	0	0
WBGene00050907	chrV	18395338	18395749	-	412	0	0	0	0	0	0
WBGene00077649	chrV	18396187	18397137	+	951	0	0	0	0	0	0
WBGene00206496	chrV	18397323	18397888	-	566	0	0	0	0	0	0
WBGene00197681	chrV	18397675	18397731	-	57	0	0	0	0	0	0
WBGene00199941	chrV	18397675	18397731	+	57	0	0	0	0	0	0
WBGene00005828	chrV	18398450	18400374	+	1925	0	0	0	0	0	0
WBGene00005419	chrV	18403722	18404867	-	1146	15	0	9	12	0	6
WBGene00014984	chrV	18406896	18408138	+	1243	22	78	17	36	42	67
WBGene00005417	chrV	18409043	18410242	-	1200	73	23	53	64	16	92
WBGene00013949	chrV	18410758	18412987	-	2230	60	22	25	52	83	172
WBGene00198439	chrV	18412481	18412556	+	76	0	0	0	0	0	0
WBGene00014623	chrV	18412483	18412554	-	72	0	0	0	0	0	0
WBGene00013950	chrV	18414351	18416861	+	2511	70	123	45	57	0	189
WBGene00005409	chrV	18417749	18419893	-	2145	0	0	0	8	0	3
WBGene00005614	chrV	18421097	18423477	+	2381	25	0	28	9	51	10
WBGene00013951	chrV	18423883	18424207	-	325	3	0	0	0	0	0
WBGene00206508	chrV	18425103	18425644	-	542	0	0	0	0	0	0
WBGene00195894	chrV	18425506	18425558	-	53	0	0	0	0	0	0
WBGene00202363	chrV	18425506	18425558	+	53	0	0	0	0	0	0
WBGene00005830	chrV	18426580	18430537	+	3958	7	0	2	3	0	27
WBGene00005829	chrV	18431750	18434172	+	2423	15	24	6	6	18	4
WBGene00219370	chrV	18434511	18435061	-	551	0	0	0	0	0	0
WBGene00077650	chrV	18434530	18434711	-	182	0	0	0	0	0	0
WBGene00077651	chrV	18437683	18437925	-	243	0	0	0	0	0	0
WBGene00013953	chrV	18438381	18440195	+	1815	0	0	0	0	0	0
WBGene00013954	chrV	18440578	18441340	+	763	0	0	0	0	0	0
WBGene00013944	chrV	18444418	18447019	+	2602	0	0	0	0	0	0
WBGene00050900	chrV	18455355	18455934	+	580	0	0	0	0	0	0
WBGene00044215	chrV	18456728	18457329	+	602	0	0	0	0	0	0
WBGene00013946	chrV	18458238	18461231	-	2994	97	0	39	19	76	75
WBGene00014983	chrV	18461827	18461898	+	72	0	0	0	0	0	0
WBGene00013947	chrV	18462804	18465320	+	2517	70	0	43	27	209	31
WBGene00077652	chrV	18466506	18467716	+	1211	0	0	0	0	0	0
WBGene00195061	chrV	18467944	18468197	-	254	3	0	0	0	0	0
WBGene00005397	chrV	18471985	18473530	-	1546	11	0	11	35	42	15
WBGene00005396	chrV	18474523	18476268	+	1746	33	16	9	23	0	50
WBGene00005394	chrV	18476390	18478061	+	1672	87	25	36	40	44	75
WBGene00005393	chrV	18478467	18480331	-	1865	95	63	30	52	17	81
WBGene00013083	chrV	18481131	18487258	-	6128	59	54	22	64	56	57
WBGene00004830	chrV	18492265	18508201	+	15937	10739	4109	10053	9422	15941	13224
WBGene00196901	chrV	18503095	18503171	-	77	1	0	0	0	3	1
WBGene00013072	chrV	18508873	18512632	+	3760	17	0	33	9	32	43
WBGene00013073	chrV	18516789	18523875	+	7087	0	0	0	0	98	15
WBGene00013074	chrV	18524760	18529156	+	4397	0	0	14	0	31	8
WBGene00196128	chrV	18525064	18525207	-	144	0	0	0	0	0	0
WBGene00198291	chrV	18526474	18526590	-	117	0	0	0	0	0	0
WBGene00199378	chrV	18527655	18527759	-	105	0	0	0	0	0	0
WBGene00077653	chrV	18529392	18529878	-	487	0	0	0	0	0	0
WBGene00013075	chrV	18533924	18549129	+	15206	656	167	487	598	633	568
WBGene00013076	chrV	18550022	18553867	-	3846	0	0	5	0	0	1
WBGene00013077	chrV	18555387	18556643	-	1257	1564	2998	417	1263	1730	2572
WBGene00013078	chrV	18556714	18558099	+	1386	548	571	99	381	510	922
WBGene00013079	chrV	18558748	18560308	-	1561	140	62	81	82	391	277
WBGene00005191	chrV	18562178	18564886	-	2709	62	61	11	19	49	61
WBGene00219230	chrV	18562477	18562586	+	110	0	0	0	0	0	0
WBGene00200350	chrV	18565927	18566066	+	140	0	0	0	0	0	0
WBGene00201344	chrV	18565931	18566072	-	142	0	0	0	0	0	0
WBGene00201354	chrV	18566471	18566579	+	109	0	0	0	0	0	0
WBGene00044210	chrV	18571833	18573026	+	1194	37	53	15	12	43	65
WBGene00013080	chrV	18573056	18579784	-	6729	899	184	599	253	1141	839
WBGene00202435	chrV	18575353	18575426	+	74	0	0	0	0	0	0
WBGene00196326	chrV	18575353	18575431	-	79	0	0	0	0	0	0
WBGene00197339	chrV	18581397	18581693	-	297	0	0	0	0	0	0
WBGene00199002	chrV	18581545	18581693	+	149	0	0	0	0	0	0
WBGene00013081	chrV	18582658	18582963	+	306	1098	1256	280	600	2084	1427
WBGene00198048	chrV	18588077	18588223	+	147	0	0	0	0	0	0
WBGene00196103	chrV	18588078	18588224	-	147	0	0	0	0	0	0
WBGene00013082	chrV	18592754	18614101	+	21348	450	228	758	506	882	762
WBGene00220174	chrV	18606497	18606591	+	95	0	0	0	0	0	0
WBGene00198451	chrV	18613183	18613258	+	76	0	0	0	0	0	0
WBGene00197664	chrV	18616306	18616443	-	138	0	0	0	0	0	0
WBGene00003660	chrV	18616599	18620043	+	3445	1155	497	526	558	1527	1030
WBGene00013479	chrV	18620057	18623093	-	3037	33	11	0	15	54	43
WBGene00014945	chrV	18622752	18622824	+	73	0	0	0	0	0	0
WBGene00050884	chrV	18623198	18626852	-	3655	143	4	92	81	281	141
WBGene00013480	chrV	18628680	18636348	-	7669	74	17	56	42	227	67
WBGene00013489	chrV	18638484	18639591	+	1108	14134	6519	5402	7489	6840	18890
WBGene00013486	chrV	18640337	18648392	+	8056	1128	461	1264	1417	1065	1046
WBGene00219625	chrV	18649942	18650327	-	386	0	0	0	0	0	0
WBGene00013487	chrV	18650343	18656165	+	5823	3	0	26	5	0	0
WBGene00235108	chrV	18652829	18653162	-	334	0	0	0	0	0	9
WBGene00013481	chrV	18656094	18664116	-	8023	2987	2165	1482	2651	2494	4222
WBGene00013485	chrV	18670315	18684360	+	14046	162	145	128	229	172	286
WBGene00200230	chrV	18671273	18671339	-	67	0	0	0	0	0	0
WBGene00199442	chrV	18679705	18679968	-	264	0	0	0	0	0	0
WBGene00202252	chrV	18679778	18679968	+	191	0	0	0	0	0	0
WBGene00201463	chrV	18680055	18680336	-	282	0	0	0	0	0	0
WBGene00200363	chrV	18680168	18680224	+	57	0	0	0	0	0	0
WBGene00077455	chrV	18685060	18686349	+	1290	173	120	28	121	83	181
WBGene00006714	chrV	18686315	18689843	-	3529	827	255	313	435	777	953
WBGene00199367	chrV	18688865	18688944	+	80	1	0	0	0	0	6
WBGene00013482	chrV	18689989	18696069	+	6081	610	139	412	365	701	810
WBGene00202402	chrV	18694010	18694158	-	149	0	0	0	0	0	0
WBGene00197357	chrV	18696381	18696527	-	147	0	0	0	0	0	0
WBGene00013483	chrV	18699451	18700992	+	1542	0	0	2	0	0	0
WBGene00013484	chrV	18701540	18706098	+	4559	29	0	14	12	0	5
WBGene00077654	chrV	18705548	18705780	-	233	0	0	0	0	0	0
WBGene00077451	chrV	18706031	18706254	+	224	0	0	0	0	0	0
WBGene00012455	chrV	18707984	18708363	+	380	1	0	0	0	0	0
WBGene00077454	chrV	18709111	18709358	+	248	0	0	0	0	0	0
WBGene00194680	chrV	18709810	18711696	+	1887	23	0	27	48	29	73
WBGene00050903	chrV	18713728	18714612	+	885	51	67	10	44	145	76
WBGene00012456	chrV	18716075	18719944	-	3870	46	25	52	15	66	154
WBGene00198676	chrV	18716943	18717092	-	150	0	0	0	0	0	0
WBGene00196033	chrV	18718257	18718377	-	121	0	0	0	0	0	0
WBGene00045366	chrV	18720589	18723771	-	3183	1856	1025	1544	2078	2569	3058
WBGene00219343	chrV	18724748	18725759	-	1012	130	205	98	168	255	424
WBGene00219617	chrV	18725359	18725896	-	538	23	0	0	3	33	25
WBGene00077655	chrV	18728703	18729374	-	672	0	0	0	0	0	0
WBGene00013973	chrV	18730174	18731679	-	1506	3	0	0	2	0	0
WBGene00013971	chrV	18731991	18732772	+	782	0	0	0	0	0	7
WBGene00013972	chrV	18732802	18734466	-	1665	0	0	0	0	0	0
WBGene00003356	chrV	18736683	18736790	+	108	0	0	0	0	0	0
WBGene00269383	chrV	18736689	18737785	-	1097	80	0	15	32	35	99
WBGene00045364	chrV	18738955	18742208	-	3254	0	0	5	6	7	0
WBGene00045363	chrV	18742427	18745266	-	2840	1	0	0	0	0	0
WBGene00008703	chrV	18745718	18746987	-	1270	0	0	2	0	0	0
WBGene00008702	chrV	18747943	18748826	-	884	0	0	0	1	0	0
WBGene00045362	chrV	18749579	18750199	-	621	0	0	0	0	0	0
WBGene00206492	chrV	18750163	18750691	-	529	0	0	0	0	0	0
WBGene00045361	chrV	18751267	18752299	-	1033	0	0	0	0	0	0
WBGene00008701	chrV	18752482	18753136	-	655	0	0	0	0	0	0
WBGene00008700	chrV	18753500	18754428	-	929	0	0	0	0	0	0
WBGene00050971	chrV	18755450	18756760	+	1311	5	0	6	24	0	19
WBGene00077442	chrV	18756846	18757678	-	833	0	0	0	0	0	0
WBGene00008698	chrV	18757982	18760285	-	2304	2	0	0	0	0	0
WBGene00008699	chrV	18761378	18763526	+	2149	0	0	0	0	0	6
WBGene00200759	chrV	18762989	18763055	-	67	0	0	0	0	0	0
WBGene00077656	chrV	18764237	18764481	-	245	0	0	0	0	0	0
WBGene00077659	chrV	18767754	18768414	-	661	3	0	0	0	0	0
WBGene00077657	chrV	18769242	18769486	-	245	0	0	0	0	0	0
WBGene00008696	chrV	18769767	18770723	-	957	1	0	0	0	0	0
WBGene00012454	chrV	18771690	18772639	+	950	0	0	0	2	0	0
WBGene00044892	chrV	18773061	18774024	+	964	1	0	0	0	0	0
WBGene00012453	chrV	18775226	18776195	+	970	1	0	8	4	0	7
WBGene00012452	chrV	18776198	18780216	-	4019	594	293	512	591	773	1055
WBGene00014562	chrV	18780490	18782605	-	2116	55	41	34	56	76	103
WBGene00194982	chrV	18783800	18784954	+	1155	212	102	65	123	226	244
WBGene00012451	chrV	18784954	18786788	-	1835	0	0	0	7	0	0
WBGene00012450	chrV	18787806	18789617	+	1812	145	12	91	122	181	135
WBGene00196037	chrV	18788215	18788264	-	50	0	0	0	0	0	0
WBGene00201616	chrV	18788215	18788264	+	50	0	0	0	0	0	0
WBGene00012449	chrV	18790958	18794781	+	3824	34	0	17	15	26	114
WBGene00196932	chrV	18792835	18792932	-	98	0	0	0	0	0	0
WBGene00077660	chrV	18793942	18794105	+	164	0	0	0	0	0	0
WBGene00008309	chrV	18796106	18800822	-	4717	76	27	69	48	53	58
WBGene00206524	chrV	18801433	18802177	-	745	1	0	0	0	0	0
WBGene00014721	chrV	18801975	18802045	-	71	0	0	0	0	0	0
WBGene00206523	chrV	18802924	18803360	-	437	0	0	0	0	0	0
WBGene00005522	chrV	18804080	18806509	-	2430	25	0	9	15	44	14
WBGene00014720	chrV	18804710	18804782	-	73	0	0	0	0	0	0
WBGene00014719	chrV	18805566	18805636	-	71	0	0	0	0	0	0
WBGene00008310	chrV	18808069	18808670	-	602	1076	481	626	969	1225	1556
WBGene00008308	chrV	18811005	18813481	+	2477	53	22	56	101	57	78
WBGene00201776	chrV	18813835	18813911	-	77	0	0	0	0	0	0
WBGene00008306	chrV	18815036	18818593	+	3558	43	91	163	112	122	73
WBGene00195058	chrV	18819065	18819410	+	346	10	0	3	1	36	2
WBGene00195059	chrV	18819766	18823446	+	3681	98	92	33	95	164	108
WBGene00008307	chrV	18823347	18831422	+	8076	3656	1305	2629	3359	4419	4208
WBGene00014715	chrV	18825382	18825452	+	71	0	0	0	0	0	0
WBGene00014716	chrV	18825987	18826057	+	71	0	0	0	0	0	0
WBGene00014718	chrV	18827876	18827946	-	71	0	0	0	0	0	0
WBGene00014717	chrV	18829048	18829118	-	71	1	0	0	0	0	0
WBGene00012448	chrV	18832327	18837214	-	4888	2	0	0	1	18	8
WBGene00198967	chrV	18836153	18836218	-	66	0	0	0	0	0	0
WBGene00003655	chrV	18839310	18845401	+	6092	238	27	123	89	413	225
WBGene00012446	chrV	18846817	18852729	+	5913	1193	313	850	1166	1292	1618
WBGene00006945	chrV	18853127	18859221	-	6095	1439	612	869	1051	1364	1661
WBGene00001258	chrV	18860287	18894974	-	34688	1742	921	2293	2286	1991	2485
WBGene00013583	chrV	18874133	18876169	+	2037	0	0	0	2	0	0
WBGene00013584	chrV	18895317	18900532	-	5216	327	284	170	173	143	330
WBGene00013588	chrV	18903772	18906201	+	2430	6758	4361	1842	5217	5619	9498
WBGene00014952	chrV	18906296	18906367	-	72	0	0	0	0	0	0
WBGene00013585	chrV	18912038	18918109	+	6072	15	0	1	10	14	22
WBGene00004236	chrV	18919296	18931379	-	12084	13	0	26	11	0	8
WBGene00200094	chrV	18922932	18923079	-	148	0	0	0	0	0	0
WBGene00199581	chrV	18923552	18923604	-	53	0	0	0	0	0	0
WBGene00199999	chrV	18923552	18923604	+	53	0	0	0	0	0	0
WBGene00201802	chrV	18931628	18931684	+	57	0	0	0	0	0	0
WBGene00013589	chrV	18933092	18933824	+	733	0	0	6	0	0	0
WBGene00013586	chrV	18940641	18946905	+	6265	0	0	12	0	0	0
WBGene00219419	chrV	18948152	18948354	-	203	0	0	0	0	0	0
WBGene00013587	chrV	18953118	18957317	-	4200	158	62	86	118	86	126
WBGene00012702	chrV	18958240	18960172	-	1933	58	34	12	40	13	119
WBGene00012701	chrV	18960969	18967842	-	6874	378	234	311	363	256	469
WBGene00012700	chrV	18968021	18969640	-	1620	6	0	0	7	37	35
WBGene00012699	chrV	18970500	18977976	-	7477	39	0	43	12	20	35
WBGene00196030	chrV	18975952	18976013	-	62	0	0	0	0	0	0
WBGene00197029	chrV	18975952	18976013	+	62	0	0	0	0	0	0
WBGene00012698	chrV	18979336	18981193	-	1858	4	0	0	3	0	5
WBGene00012697	chrV	18981306	18985870	+	4565	543	88	310	409	416	722
WBGene00012696	chrV	18986498	18990421	-	3924	326	105	316	287	459	361
WBGene00012695	chrV	18990850	18993799	+	2950	409	71	131	254	271	495
WBGene00012694	chrV	18993940	18998200	+	4261	1113	689	639	910	988	1466
WBGene00006567	chrV	18998345	19000918	+	2574	557	82	201	333	613	672
WBGene00012693	chrV	19001018	19001856	+	839	646	631	183	463	517	809
WBGene00012692	chrV	19001956	19006711	+	4756	1654	1767	2090	2112	2781	3201
WBGene00012691	chrV	19007536	19008144	-	609	0	0	0	0	0	0
WBGene00012690	chrV	19008635	19013833	+	5199	3	0	5	2	0	0
WBGene00012689	chrV	19014573	19020001	+	5429	0	0	0	4	0	3
WBGene00012688	chrV	19020487	19024765	-	4279	33	0	15	11	0	32
WBGene00198673	chrV	19025781	19025835	-	55	0	0	0	0	0	0
WBGene00012684	chrV	19026463	19031590	+	5128	1	0	0	0	0	0
WBGene00220255	chrV	19027980	19030217	+	2238	0	0	0	0	0	0
WBGene00220256	chrV	19029253	19033214	-	3962	1	0	0	0	0	0
WBGene00012686	chrV	19031742	19035255	+	3514	13	0	23	5	0	21
WBGene00012683	chrV	19035753	19037320	-	1568	2	0	5	0	0	0
WBGene00012682	chrV	19039058	19042605	-	3548	13	0	4	2	0	6
WBGene00012681	chrV	19043215	19044853	-	1639	0	0	0	0	0	0
WBGene00012680	chrV	19047047	19048669	+	1623	19	0	39	1	43	52
WBGene00000214	chrV	19049461	19050825	-	1365	82719	15774	39062	30952	55641	60636
WBGene00014875	chrV	19057505	19057576	-	72	0	0	0	0	0	0
WBGene00014876	chrV	19058292	19058363	+	72	0	0	0	0	0	0
WBGene00014877	chrV	19059002	19059074	-	73	0	0	0	0	0	0
WBGene00014878	chrV	19059286	19059357	-	72	0	0	0	0	0	0
WBGene00014879	chrV	19059594	19059665	-	72	2	0	0	0	0	0
WBGene00006696	chrV	19060180	19067034	+	6855	1683	616	1202	1433	2372	2278
WBGene00014880	chrV	19060509	19060580	-	72	0	0	0	0	3	0
WBGene00012679	chrV	19068621	19074237	-	5617	0	0	6	8	0	7
WBGene00003685	chrV	19076654	19082641	-	5988	1321	423	964	1351	1513	1722
WBGene00197892	chrV	19079112	19079257	+	146	0	0	0	0	0	0
WBGene00014881	chrV	19082942	19083013	+	72	0	0	0	0	0	0
WBGene00014882	chrV	19084605	19084676	+	72	0	0	0	0	0	0
WBGene00012703	chrV	19087723	19092668	+	4946	192	77	125	151	298	270
WBGene00077457	chrV	19094939	19096900	+	1962	25	0	1	3	32	60
WBGene00012678	chrV	19099085	19101108	-	2024	7	52	24	15	0	25
WBGene00012676	chrV	19101961	19118412	-	16452	606	262	506	580	847	722
WBGene00012675	chrV	19118505	19119425	-	921	148	78	34	123	180	193
WBGene00196812	chrV	19119402	19119455	+	54	0	0	0	0	0	0
WBGene00012674	chrV	19119527	19124915	-	5389	1333	371	1196	1285	1960	1758
WBGene00195769	chrV	19126043	19126128	-	86	0	0	0	0	0	0
WBGene00014567	chrV	19126044	19126116	+	73	0	0	0	0	0	0
WBGene00012673	chrV	19127530	19130938	+	3409	338	104	164	194	215	182
WBGene00012672	chrV	19131531	19133603	-	2073	0	0	0	0	0	0
WBGene00012671	chrV	19136509	19138986	+	2478	5	0	13	2	0	13
WBGene00012670	chrV	19140795	19145542	+	4748	2	0	2	1	0	6
WBGene00198763	chrV	19142784	19142870	-	87	0	0	0	0	0	0
WBGene00014568	chrV	19142788	19142859	+	72	0	0	0	0	0	0
WBGene00012669	chrV	19145778	19149147	-	3370	756	624	927	906	1431	1519
WBGene00199067	chrV	19147051	19147128	+	78	0	0	0	0	0	0
WBGene00198735	chrV	19147321	19147393	-	73	0	0	0	0	0	0
WBGene00197547	chrV	19148451	19148615	+	165	0	0	0	1	0	0
WBGene00195240	chrV	19152279	19152428	-	150	0	0	0	0	0	0
WBGene00006639	chrV	19154106	19157674	+	3569	170	175	141	117	208	316
WBGene00196438	chrV	19154641	19154696	-	56	0	0	0	0	0	0
WBGene00196794	chrV	19154641	19154696	+	56	0	0	0	0	0	0
WBGene00012668	chrV	19157659	19158877	-	1219	434	209	205	204	265	375
WBGene00197176	chrV	19167843	19167896	+	54	2	0	3	0	0	0
WBGene00001987	chrV	19174806	19187899	+	13094	3449	986	1927	2288	4438	3987
WBGene00012666	chrV	19189246	19190035	-	790	383	279	221	328	309	473
WBGene00012665	chrV	19190547	19199080	+	8534	1266	475	673	932	1399	1237
WBGene00012664	chrV	19201013	19203607	-	2595	4687	561	1910	751	5695	4482
WBGene00003669	chrV	19207684	19211895	-	4212	338	27	150	131	210	266
WBGene00199963	chrV	19208015	19208068	+	54	0	0	0	0	0	0
WBGene00005653	chrV	19213685	19217138	-	3454	15	0	3	25	0	56
WBGene00012068	chrV	19217975	19222908	+	4934	5	0	0	0	0	0
WBGene00195829	chrV	19219488	19219542	+	55	0	0	0	0	0	0
WBGene00198821	chrV	19219488	19219542	-	55	0	0	0	0	0	0
WBGene00201972	chrV	19219829	19219901	-	73	0	0	0	0	0	0
WBGene00044976	chrV	19223853	19225074	+	1222	3	0	10	5	0	2
WBGene00006140	chrV	19225543	19226874	-	1332	9	0	0	1	0	26
WBGene00050951	chrV	19228477	19228824	+	348	0	0	0	0	0	0
WBGene00012067	chrV	19230765	19232020	+	1256	0	0	0	0	0	0
WBGene00077662	chrV	19232286	19233687	-	1402	0	0	0	0	0	0
WBGene00012066	chrV	19233937	19235585	+	1649	0	0	0	0	0	0
WBGene00012065	chrV	19236091	19237298	-	1208	0	0	0	0	0	0
WBGene00012064	chrV	19238421	19239849	-	1429	99	0	40	50	23	81
WBGene00012063	chrV	19240354	19241624	+	1271	0	0	0	0	0	5
WBGene00009020	chrV	19242878	19244988	+	2111	10	0	2	0	26	15
WBGene00009019	chrV	19247395	19250006	+	2612	0	22	0	1	0	0
WBGene00219452	chrV	19252181	19253054	+	874	12	0	0	10	0	7
WBGene00009018	chrV	19253820	19256758	+	2939	29	38	9	13	23	16
WBGene00196292	chrV	19254375	19254427	-	53	0	0	0	0	0	0
WBGene00197143	chrV	19254375	19254427	+	53	0	0	0	0	0	0
WBGene00009017	chrV	19257583	19257753	-	171	0	0	0	0	0	0
WBGene00009016	chrV	19258483	19262449	-	3967	4	0	0	0	0	0
WBGene00009015	chrV	19264597	19269661	+	5065	3	0	5	12	1	11
WBGene00009021	chrV	19279218	19279988	-	771	0	0	0	0	0	0
WBGene00010099	chrV	19282614	19284594	+	1981	0	0	0	0	0	7
WBGene00010100	chrV	19287009	19288173	-	1165	1	3	0	0	0	0
WBGene00010101	chrV	19288755	19289889	+	1135	0	0	0	0	0	0
WBGene00010102	chrV	19290616	19291028	-	413	2	35	0	5	0	0
WBGene00044196	chrV	19291646	19292393	+	748	0	0	0	0	0	0
WBGene00010103	chrV	19293632	19296823	-	3192	1	0	0	0	0	0
WBGene00010104	chrV	19297810	19298749	+	940	0	0	4	0	0	0
WBGene00077663	chrV	19299562	19300461	+	900	0	0	0	0	0	0
WBGene00010105	chrV	19301076	19302034	-	959	0	0	0	0	0	2
WBGene00044197	chrV	19302787	19303728	-	942	1	0	0	0	0	0
WBGene00010106	chrV	19304126	19305072	+	947	4	1	0	4	0	4
WBGene00206500	chrV	19306641	19307006	-	366	0	0	0	0	0	0
WBGene00010107	chrV	19307242	19307583	-	342	0	0	0	0	0	0
WBGene00077441	chrV	19308707	19309687	-	981	0	0	0	5	0	0
WBGene00008070	chrV	19310583	19311058	-	476	1	0	0	0	0	0
